Family	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	N11	N12	N13	N14	N15	N16	N17	N18	N19	N20	N21	N22	N23	N24	N25	N26	N27	N28	N29	N30	N31	W1	W2	W3	W4
Sericytochromatia_fa	0	0.003877472	0	0	0.004370438	0	0	0.004958596	0	0	0	0	0	0	0	0	0	0	0	0	0.012915367	0	0.004023497	0	0	0.00290141	0	0	0	0	0	0.022933676	0	0.0135483	0
Gallionellaceae	0	0	0	0	0	0	0	0	0.002986233	0.00317118	0	0	0	0	0	0	0	0.006484874	0.00194742	0	0	0	0	0	0	0	0	0	0	0	0	0.353178607	0.263991552	0.223546945	0.214864195
TK10_fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013199578	0	0.011018677
Gracilibacteria_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00194742	0	0	0	0	0.006702413	0.002138306	0	0	0	0	0	0	0.018346941	0.026399155	0.02032245	0.022037353
C2U	0.006374502	0	0.024858102	0.028697698	0.004370438	0.005571962	0.012954207	0.029751574	0.032848568	0.00317118	0.036954915	0.074713034	0.012253901	0.020462451	0.015556132	0.012197601	0.034064586	0.03242437	0.046738072	0.02159594	0.070111995	0.076918851	0.064375956	0.026809651	0.012829834	0.020309871	0.029952675	0.038705307	0.045009565	0.014927601	0.017990789	0	0	0	0
Sporichthyaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00917347	0.013199578	0.0135483	0.005509338
Legionellaceae	0.025498008	0.011632416	0.045573186	0.051655857	0.013111315	0.011143924	0.032385517	0.13884068	0.023889868	0.028540623	0.120103474	0	0.077608039	0.098219767	0.044075707	0.056922139	0.05109688	0.103757985	0.031158715	0.026994925	0.062731785	0.078750252	0.024140983	0.053619303	0.012829834	0.052225382	0.01198107	0.01451449	0.018753985	0.033587103	0.169113414	0.119255114	0.171594509	0.101612248	0.187317503
R7C24_fa	0	0	0	0	0	0	0	0	0	0	0	0	0.004084634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.298137786	0.316789863	0.264191844	0.291994931
Planococcaceae	0.066932271	0.814269097	0.037287153	0.00573954	0.013111315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005509338
KD4-96_fa	0	0	0	0	0	0	0	0.004958596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.068801027	0.131995776	0.054193199	0.049584045
Rhizobiales_Incertae_Sedis	0	0	0.004143017	0	0	0	0	0	0.002986233	0.00317118	0.027716186	0.040752564	0.016338534	0.012277471	0.023334198	0.024395202	0.030658128	0.022697059	0.190847128	0.02159594	0	0.001831401	0	0	0	0.00290141	0	0.004838163	0.003750797	0.011195701	0	0.073387763	0.039598733	0.047419049	0.154261473
11-24_fa	0	0	0	0	0	0	0	0.004958596	0	0	0.021557034	0	0	0	0	0	0.037471045	0.022697059	0	0.005398985	0	0.001831401	0	0	0	0	0	0	0	0	0	0.059627557	0.079197466	0.0135483	0.03305603
Diplorickettsiaceae	0	0	0.008286034	0.045916318	0	0	0.084202345	0	0.047779735	0.022198262	0.018477458	0.074713034	0	0.036832413	0.067409904	0.012197601	0.006812917	0	0	0.048590865	0.011070315	0.012819808	0.012070492	0	0	0	0	0	0	0	0	0.137602055	0.197993664	0.162579596	0.187317503
Desulfobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caulobacteraceae	0.003187251	0	0.024858102	0	0	0	0.006477103	0.004958596	0.002986233	0	0.006159153	0.006792094	0	0.00409249	0.002592689	0	0	0	0	0	0	0	0	0.006702413	0	0	0	0.004838163	0	0	0	0.027520411	0.013199578	0.033870749	0.005509338
Pla3_lineage_fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00194742	0	0	0	0	0	0	0	0	0	0	0	0	0.123841849	0.131995776	0.101612248	0.110186767
bacteriap25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002138306	0	0	0	0	0	0	0.100908174	0.118796199	0.067741498	0.049584045
Holophagaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OLB14_fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045867352	0.065997888	0.054193199	0.03305603
Rokubacteriales_fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003750797	0	0	0.114668379	0.026399155	0.088063948	0.06611206
Xanthobacteraceae	0	0	0	0	0.008740877	0	0	0	0.011944934	0.019027082	0.015397881	0.013584188	0.065354138	0.008184981	0.010370754	0.008131734	0.003406459	0	0.048685492	0	0	0.001831401	0	0.006702413	0	0.00290141	0	0	0	0	0	0.155948996	0.145195354	0.135482997	0.110186767
Bernardetiaceae	0.038247012	0.108569213	0.339727389	0.00573954	0	0.011143924	0	0	0	0.006342361	0	0	0	0	0	0	0	0	0	0.005398985	0	0	0	0	0	0	0	0	0	0	0	0.022933676	0.026399155	0.0135483	0.005509338
Alphaproteobacteria_unclassified	0.006374502	0.007754944	0.004143017	0	0.008740877	0.011143924	0	0.004958596	0	0.00317118	0.040034491	0.020376282	0.004084634	0.012277471	0.015556132	0.008131734	0.013625835	0	0	0.01079797	0.086717467	0.241744959	0.112657922	0.060321716	0.044904418	0.142169094	0.029952675	0.038705307	0.011252391	0.055978504	0.046776051	0.220163288	0.224392819	0.298062593	0.192826841
Subgroup_2_fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00917347	0.013199578	0	0.011018677
A0839	0	0	0	0	0	0	0	0	0	0	0.006159153	0.013584188	0.008169267	0	0.002592689	0.004065867	0.003406459	0.009727311	0	0.016196955	0	0	0	0	0	0	0	0	0	0	0	0.119255114	0.079197466	0.108386398	0.060602722
Deltaproteobacteria_unclassified	0	0	0	0	0	0	0	0	0	0	0.009238729	0.061128846	0	0.00409249	0.012963443	0	0.003406459	0.006484874	0	0	0.005535157	0.005494204	0.004023497	0	0	0.00290141	0	0	0	0	0	0.165122466	0.145195354	0.149031297	0.203845518
0319-6G20	0	0	0	0	0	0	0	0	0.005972467	0	0.003079576	0	0	0.008184981	0.015556132	0.004065867	0.006812917	0.048636555	0.00194742	0	0	0.003662802	0	0	0	0	0	0	0	0	0	0.192642877	0.171594509	0.230321095	0.115696105
Blastocatellia_(Subgroup_4)_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004586735	0.013199578	0	0
WD2101_soil_group	0	0	0	0	0.008740877	0	0	0.004958596	0.026876101	0.006342361	0	0.013584188	0	0	0.002592689	0	0	0	0.044790652	0.005398985	0.001845052	0.001831401	0	0	0	0	0	0	0	0	0	0	0	0	0
Marinomonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026399155	0	0
Porticoccaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032107146	0.013199578	0.0135483	0.011018677
Candidatus_Magasanikbacteria_fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.077974498	0.039598733	0.040644899	0.049584045
Verrucomicrobiales_unclassified	0	0	0	0	0	0.005571962	0	0	0.002986233	0.006342361	0	0	0	0.016369961	0.007778066	0.012197601	0.020438752	0.042151681	0	0.03239391	0.049816417	0.12087248	0.092540436	0.026809651	0	0	0	0.019352654	0	0.022391402	0	0	0	0.027096599	0.005509338
67-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00194742	0	0	0	0	0	0	0	0	0.004838163	0	0.0037319	0	0.055040822	0.013199578	0.027096599	0.027546692
Rickettsiales_unclassified	0.003187251	0.007754944	0	0	0.008740877	0.005571962	0	0.004958596	0	0	0	0	0	0	0.005185377	0	0	0	0.009737098	0	0	0.003662802	0.004023497	0	0	0.01450705	0.005990535	0.004838163	0.003750797	0.0037319	0	0.00917347	0.013199578	0	0.005509338
Chitinophagales_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0135483	0
Thermoleophilia_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006484874	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165122466	0.145195354	0.196450345	0.176298827
Babeliales_unclassified	0.003187251	0.073671966	0.041430169	0	0	0	0	0	0	0	0.009238729	0.230931196	0.208316314	0	0	0	0.238452105	0.006484874	0	0	0	0	0	0	0	0	0	0	0	0	0	0.238510228	0.211193242	0.304836743	0.209354856
Spongiibacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004065867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022933676	0.026399155	0.054193199	0.038565368
PHOS-HE36	0	0	0	0	0	0	0	0	0	0	0	0.006792094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
211ds20_fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018346941	0	0.02032245	0.005509338
Woeseiaceae	0	0	0	0	0	0	0	0	0	0	0.003079576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032107146	0.026399155	0.02032245	0.016528015
Oleiphilaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.252270434	0.27719113	0.311610893	0.19833618
S-70_fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005509338
Kiritimatiellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodopirillaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sandaracinaceae	0	0	0	0	0	0	0	0	0	0	0.012318305	0.006792094	0.004084634	0	0.005185377	0	0.003406459	0.012969748	0	0.01079797	0.001845052	0.001831401	0.004023497	0	0	0	0	0	0	0.0037319	0	0.206403082	0.211193242	0.182902046	0.088149413
Gaiellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.073387763	0.05279831	0.040644899	0.038565368
Bacteroidales_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027520411	0.013199578	0.0135483	0.03305603
Chitinimonadaceae	0	0	0	0	0.008740877	0.005571962	0	0	0	0.00317118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036693881	0.105596621	0.02032245	0.011018677
Lentimicrobiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GWA2-50-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14218879	0.118796199	0.189676196	0.110186767
Subgroup_15_fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004586735	0	0	0
Opitutales_unclassified	0	0	0	0	0	0	0	0	0	0	0.003079576	0.006792094	0	0	0.002592689	0.004065867	0	0	0	0	0	0.003662802	0	0	0	0	0	0	0	0	0	0.032107146	0.013199578	0.0135483	0.011018677
JTB23_fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00194742	0	0	0	0	0	0	0	0	0	0	0	0	0.036693881	0.105596621	0.047419049	0.027546692
Rubrobacteriaceae	0.003187251	0	0.012429051	0.00573954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007501594	0	0	0.004586735	0	0	0
Methyloligellaceae	0	0	0	0	0	0	0	0	0	0.00317118	0	0	0	0	0	0.004065867	0	0.003242437	0	0	0.001845052	0	0	0	0	0	0	0	0	0	0	0.100908174	0.092397043	0.067741498	0.055093383
Lineage_IV_fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012969748	0	0	0	0	0	0	0	0	0	0	0	0	0	0.366938813	0.356388596	0.541931988	0.341578976
Vibrionaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parachlamydiaceae	0.003187251	0.003877472	0.029001119	0	0.004370438	0.005571962	0.032385517	0.009917191	0.002986233	0.006342361	0.018477458	0	0.008169267	0.008184981	0.010370754	0.024395202	0	0.035666807	0	0.048590865	0	0.049447833	0.004023497	0.013404826	0	0	0	0	0.003750797	0	0	0.022933676	0	0.0135483	0.011018677
MBNT15_fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02032245	0.016528015
Anaerolineae_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004586735	0.026399155	0.00677415	0.027546692
Dadabacteriales_fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005509338
NB1-j_fa	0	0	0	0	0	0	0	0	0.002986233	0	0	0	0	0	0	0	0.006812917	0.003242437	0	0.005398985	0	0	0	0	0	0	0	0	0	0	0	0.087147968	0.131995776	0.121934697	0.09916809
Chlamydiales_unclassified	0	0	0.004143017	0	0	0.005571962	0	0.009917191	0	0	0	0	0.004084634	0.00409249	0	0.004065867	0	0	0.00194742	0	0	0	0	0	0.002138306	0	0.005990535	0	0.003750797	0	0.007196315	0.087147968	0.118796199	0.094838098	0.104677428
Kiritimatiellae_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nocardioidaceae	0	0.003877472	0.008286034	0	0.004370438	0.005571962	0	0.004958596	0.002986233	0.009513541	0	0.006792094	0	0	0	0	0.013625835	0	0.41285297	0	0	0.001831401	0.008046994	0	0	0	0	0	0	0	0.003598158	0.068801027	0.05279831	0.054193199	0.049584045
JG36-GS-52_fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0135483	0.011018677
Thiovulaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.160535731	0.237592397	0.149031297	0.154261473
Solirubrobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006812917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.100908174	0.237592397	0.115160547	0.060602722
SB-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JG30-KF-CM45	0	0.003877472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003242437	0.021421616	0	0	0	0	0	0	0	0	0	0	0	0	0.018346941	0.013199578	0.00677415	0
SAR324_clade(Marine_group_B)_fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0037319	0	0.247683699	0.118796199	0.196450345	0.159770812
Rikenellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.183469406	0.118796199	0.264191844	0.115696105
Puniceispirillales_fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036693881	0.039598733	0.00677415	0.03305603
BD7-11_fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004586735	0	0	0.005509338
Lachnospiraceae	0.006374502	0	0	0	0	0	0	0	0	0.00317118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28437758	0.422386484	0.216772795	0.181808165
Tepidisphaeraceae	0.003187251	0.003877472	0.008286034	0	0.004370438	0.005571962	0.006477103	0	0.005972467	0.00317118	0	0	0	0	0.002592689	0	0	0	0.003894839	0	0.003690105	0.001831401	0.016093989	0	0.002138306	0.00870423	0	0	0	0	0.007196315	0	0	0	0
cvE6	0	0	0	0	0	0	0	0	0	0	0	0	0.012253901	0	0	0	0	0	0	0	0.005535157	0.131860887	0.112657922	0.033512064	0	0	0.04792428	0	0	0.011195701	0.014392631	0.027520411	0.013199578	0.02032245	0
Iamiaceae	0	0	0.004143017	0	0.004370438	0.005571962	0	0	0	0	0.015397881	0	0	0	0.007778066	0.004065867	0.030658128	0.003242437	0.00194742	0	0	0	0	0	0	0.00290141	0	0.01451449	0	0.026123302	0.003598158	0.110081644	0.145195354	0.081289798	0.044074707
Latescibacteria_fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032107146	0.013199578	0.00677415	0.027546692
Nocardiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004586735	0.013199578	0.00677415	0.005509338
Simkaniaceae	0	0	0	0	0.004370438	0	0	0	0	0	0.003079576	0	0.004084634	0	0.002592689	0	0	0	0	0	0.018450525	0.001831401	0.004023497	0	0	0	0	0	0	0.0037319	0	0.022933676	0	0.00677415	0.005509338
Azospirillaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041280616	0.039598733	0.02032245	0.011018677
Subgroup_17_fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018346941	0.026399155	0.0135483	0
Midichloriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075647152	0.040290827	0.020117486	0.026809651	0.004276611	0.00290141	0.005990535	0.038705307	0.003750797	0.044782803	0.007196315	0.068801027	0.013199578	0.060967349	0.060602722
Methylomirabilaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.064214292	0.092397043	0.060967349	0.038565368
Weeksellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0.004084634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022933676	0.05279831	0.027096599	0.022037353
Thiotrichaceae	0	0	0	0	0	0	0	0.004958596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00677415	0
Vampirovibrionales_fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022933676	0.026399155	0.060967349	0.03305603
Coxiellaceae	0	0	0	0	0	0	0	0	0	0	0.015397881	0.027168376	0.008169267	0.012277471	0.020741509	0.028461069	0	0.016212185	0	0.005398985	0.003690105	0.001831401	0.004023497	0.006702413	0	0.00290141	0.017971605	0	0	0	0	0.050454087	0.05279831	0.047419049	0.027546692
C86_fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Micropepsaceae	0	0	0	0	0	0	0	0	0.005972467	0.009513541	0.006159153	0	0	0	0	0	0.003406459	0.003242437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfarculaceae	0	0	0	0	0	0	0	0	0	0	0	0.006792094	0	0	0	0	0.003406459	0.003242437	0	0.005398985	0	0	0	0	0	0	0	0	0	0	0	0.041280616	0.039598733	0.0135483	0.005509338
Oligoflexaceae	0	0	0.004143017	0.00573954	0.017481753	0.022287848	0	0.004958596	0	0	0.003079576	0	0	0	0	0	0.003406459	0	0	0	0.009225262	0.009157006	0	0.006702413	0.004276611	0.00290141	0	0.004838163	0	0.007463801	0.003598158	0.059627557	0.013199578	0.101612248	0.044074707
37-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Omnitrophaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.316484726	0.27719113	0.257417694	0.209354856
Campylobacterales_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Veillonellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018346941	0	0.00677415	0
WCHB1-41_fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.064214292	0.039598733	0.047419049	0.044074707
Marinilabiliaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sedimenticolaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LiUU-11-161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00917347	0	0	0
mle1-27	0	0	0	0	0	0	0	0	0	0	0.018477458	0	0	0	0.002592689	0	0	0	0	0.005398985	0	0	0	0	0	0	0	0	0	0	0	0.087147968	0.039598733	0.0135483	0.038565368
Ga0077536_fa	0	0	0	0	0	0	0.006477103	0	0	0.00317118	0	0.006792094	0	0	0	0	0.006812917	0	0	0	0	0.003662802	0	0	0	0	0	0	0	0.011195701	0	0	0	0	0.005509338
RBG-13-54-9_fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013760205	0.013199578	0	0
eub62A3_fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parcubacteria_unclassified	0	0.003877472	0.020715085	0	0.02622263	0.016715886	0.012954207	0.014875787	0.029862335	0.006342361	0.003079576	0	0.036761702	0.016369961	0.007778066	0.016263468	0.023845211	0.012969748	0	0	0	0.012819808	0.008046994	0	0	0	0	0	0	0	0	0.224750023	0.197993664	0.196450345	0.209354856
Microtrichales_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006812917	0.003242437	0	0.005398985	0	0	0	0	0	0	0	0	0	0.0037319	0	0.013760205	0.039598733	0	0.011018677
Ruminococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165122466	0.131995776	0.121934697	0.088149413
Bacteriovoracaceae	0	0	0	0	0	0	0	0	0	0	0	0.006792094	0	0.036832413	0	0	0.010219376	0.003242437	0	0	0	0	0.004023497	0	0.008553222	0.020309871	0	0	0	0.0037319	0	0.114668379	0.131995776	0.169353746	0.09916809
PB19_fa	0	0	0	0	0	0	0	0	0	0	0.009238729	0	0	0.00409249	0.002592689	0	0	0.006484874	0	0.005398985	0	0	0.016093989	0	0	0	0	0	0	0	0	0	0.026399155	0.00677415	0
Bacteroidetes_VC2.1_Bac22_fa	0	0	0	0	0	0	0	0	0	0.00317118	0	0	0	0	0	0	0.020438752	0	0	0	0.001845052	0.016482611	0	0	0	0	0	0	0	0	0	0.036693881	0.039598733	0.067741498	0.022037353
SJA-28_fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parcubacteria_fa	0	0.003877472	0	0	0.008740877	0.022287848	0	0	0	0	0	0	0.016338534	0.00409249	0.007778066	0	0	0	0.00194742	0	0.009225262	0.01465121	0.012070492	0.04691689	0.021383056	0.055126792	0.029952675	0	0.026255579	0.007463801	0.014392631	0.022933676	0.026399155	0.033870749	0.03305603
Dongiaceae	0	0	0	0	0	0	0	0.009917191	0	0.015855902	0.018477458	0	0.004084634	0	0.002592689	0	0.006812917	0.003242437	0.00194742	0	0	0	0	0	0	0	0	0	0	0	0	0.004586735	0.013199578	0	0.016528015
Arenicellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caenarcaniphilales_fa	0	0	0	0	0	0.005571962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003690105	0	0	0	0.002138306	0.040619741	0	0	0	0	0	0.073387763	0.079197466	0.094838098	0.038565368
IMCC26256_fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032107146	0.05279831	0.054193199	0.044074707
MB-A2-108_fa	0	0	0	0	0	0	0	0	0	0	0	0	0.004084634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018346941	0.013199578	0.02032245	0.005509338
Subgroup_7_fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mollicutes_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.064214292	0.079197466	0.128708847	0.027546692
Planctomycetes_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027520411	0.013199578	0.033870749	0.016528015
Lineage_IIb_fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003406459	0.012969748	0	0.01079797	0	0	0	0	0	0	0	0	0	0	0	0.096321438	0.065997888	0.101612248	0.077130737
Halomonadaceae	0.019123506	0.003877472	0	0	0	0	0	0	0	0	0	0	0	0.00409249	0	0	0	0	0	0	0	0	0	0	0.002138306	0	0	0	0	0	0	0.055040822	0.039598733	0.060967349	0.044074707
BSV26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Micavibrionales_unclassified	0	0	0	0	0	0.011143924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01476042	0	0	0	0.023521362	0	0	0	0	0	0	0.00917347	0.026399155	0.00677415	0.011018677
CCM11a_fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003406459	0	0	0.005398985	0	0	0.004023497	0	0	0	0	0	0	0	0	0.073387763	0.05279831	0.088063948	0.049584045
